name,Battles,Wins,Losses,Win Rate (%)
Jonah Hex (CW),0,0,0,0.0
Jonah Hex,0,0,0,0.0
Jor-El,0,0,0,0.0
Jubilee,0,0,0,0.0
Juggernaut (FOX),0,0,0,0.0
Juggernaut,0,0,0,0.0
Junkpile,0,0,0,0.0
Justice,0,0,0,0.0
Justin Hammer,0,0,0,0.0
Kabuto Yakushi,0,0,0,0.0
Kaecilius (MCU),0,0,0,0.0
Kaguya Ōtsutsuki,0,0,0,0.0
Kai (The LEGO Ninjago Movie),0,0,0,0.0
Kakashi Hatake,0,0,0,0.0
Kale,0,0,0,0.0
Kang,0,0,0,0.0
Kanto,0,0,0,0.0
Kapau,0,0,0,0.0
Kapau'rai,0,0,0,0.0
Karlof,0,0,0,0.0
Karnak (MCU),0,0,0,0.0
Karnak,0,0,0,0.0
Katana (CW),0,0,0,0.0
Katana (DCEU),0,0,0,0.0
Katana,0,0,0,0.0
Kathryn Janeway,1,0,1,0.0
Kefla,0,0,0,0.0
Kelex,0,0,0,0.0
Kenshiro,0,0,0,0.0
Kevin 11,0,0,0,0.0
KGBeast,0,0,0,0.0
Khanjikhan,0,0,0,0.0
Kick-Ass,0,0,0,0.0
Kid Colt,0,0,0,0.0
Kid Flash (CW),0,0,0,0.0
Kid Flash II,0,0,0,0.0
Kid Flash,0,0,0,0.0
Kilgrave (MCU),0,0,0,0.0
Killer Bee,0,0,0,0.0
Killer Croc (DCEU),0,0,0,0.0
Killer Croc,0,0,0,0.0
Killer Frost (CW),0,0,0,0.0
Killer Frost,0,0,0,0.0
Killian (MCU),0,0,0,0.0
Killmonger (MCU),0,0,0,0.0
Killow,0,0,0,0.0
Kilowog,0,0,0,0.0
King Shark (CW),0,0,0,0.0
King Shark,0,0,0,0.0
King Thanos,0,0,0,0.0
Kingpin (MCU),0,0,0,0.0
Kisame,0,0,0,0.0
Klaw (MCU),0,0,0,0.0
Klaw,1,1,0,100.0
Knockout,0,0,0,0.0
Koko (The LEGO Ninjago Movie),0,0,0,0.0
Kool-Aid Man,0,0,0,0.0
Korg (MCU),0,0,0,0.0
Kraglin (MCU),0,0,0,0.0
Kratos,0,0,0,0.0
Kraven II,0,0,0,0.0
Kraven the Hunter,0,0,0,0.0
Kronos,0,0,0,0.0
Kruncha,0,0,0,0.0
Krux,0,0,0,0.0
Krypto,0,0,0,0.0
Kurse (MCU),0,0,0,0.0
Kurse,0,0,0,0.0
Kylo Ren,0,0,0,0.0
Lady Blackhawk,0,0,0,0.0
Lady Bullseye,0,0,0,0.0
Lady Deadpool,0,0,0,0.0
Lady Deathstrike,0,0,0,0.0
Lady Shiva,0,0,0,0.0
Lagoon Boy,0,0,0,0.0
Laira,0,0,0,0.0
Lance Hunter (MCU),0,0,0,0.0
Lantern Bleez,0,0,0,0.0
Lar Gand,0,0,0,0.0
Lashina,0,0,0,0.0
Laufey (MCU),0,0,0,0.0
Laufey,0,0,0,0.0
Lauren Strucker (Fox),0,0,0,0.0
Leader,0,0,0,0.0
Leech,0,0,0,0.0
Legion,0,0,0,0.0
Legolas,0,0,0,0.0
Leo Fitz (MCU),0,0,0,0.0
Leo Valdez,0,0,0,0.0
Leonardo (TMNT 2012),0,0,0,0.0
Lex Luthor (DCEU),0,0,0,0.0
Lex Luthor (Injustice),0,0,0,0.0
Lex Luthor,0,0,0,0.0
Light Lass,0,0,0,0.0
Lightning Lad,0,0,0,0.0
Lightning Lord,0,0,0,0.0
Lightray,0,0,0,0.0
Lightspeed,0,0,0,0.0
Link,0,0,0,0.0
Littlefinger,0,0,0,0.0
Livewire (CW),0,0,0,0.0
Livewire,0,0,0,0.0
Living Brain,0,0,0,0.0
Living Totem,0,0,0,0.0
Liz Sherman,0,0,0,0.0
Lizard,0,0,0,0.0
Lloyd (The LEGO Ninjago Movie),0,0,0,0.0
Lloyd,0,0,0,0.0
Lobo,0,0,0,0.0
Lockjaw,0,0,0,0.0
Longshot,0,0,0,0.0
Lord Garmadon,0,0,0,0.0
Lord Of Cinder,0,0,0,0.0
Lord Voldemort,0,0,0,0.0
Lorelei,0,0,0,0.0
Lucifer (FOX),0,0,0,0.0
Lucius Malfoy,0,0,0,0.0
Luke Cage,0,0,0,0.0
Luke Skywalker,0,0,0,0.0
Luna,0,0,0,0.0
Mach-IV,0,0,0,0.0
Machine Man,0,0,0,0.0
Mad Harriet,0,0,0,0.0
Madame Xanadu,5,4,1,80.0
Madara Uchiha,0,0,0,0.0
Maestro Hulk,0,0,0,0.0
Magneto (FOX),0,0,0,0.0
Magneto,0,0,0,0.0
Magog,1,0,1,0.0
Magus,0,0,0,0.0
Makkari,0,0,0,0.0
Malekith (MCU),0,0,0,0.0
Malekith,0,0,0,0.0
Mammoth,0,0,0,0.0
Man-Bat,0,0,0,0.0
Man-Thing,0,0,0,0.0
Man-Wolf,0,0,0,0.0
Mandarin,0,0,0,0.0
Mantis (MCU),0,0,0,0.0
Mantis,0,0,0,0.0
Maria Hill (MCU),0,0,0,0.0
Mario,0,0,0,0.0
Martian Manhunter,0,0,0,0.0
Marvel Girl,0,0,0,0.0
Master Chen,0,0,0,0.0
Master Chief,1,0,1,0.0
Master Hand,0,0,0,0.0
Match,0,0,0,0.0
Matt Parkman,0,0,0,0.0
Maui,0,0,0,0.0
Maverick,0,0,0,0.0
Maxima,0,0,0,0.0
Maximus (MCU),0,0,0,0.0
Maxwell Lord,0,0,0,0.0
Maya Herrera,0,0,0,0.0
M'baku (MCU),0,0,0,0.0
Medusa (MCU),0,0,0,0.0
Melinda May (MCU),0,0,0,0.0
Meltdown,0,0,0,0.0
Mephisto,0,0,0,0.0
Mera (New 52),0,0,0,0.0
Mera,0,0,0,0.0
Mercy Graves,0,0,0,0.0
Merlin,0,0,0,0.0
Metallo,0,0,0,0.0
Metamorpho,0,0,0,0.0
Metron,0,0,0,0.0
Micah Sanders,0,0,0,0.0
Micro Lad,0,0,0,0.0
Might Guy,0,0,0,0.0
Mimic,0,0,0,0.0
Minato Namikaze,0,0,0,0.0
Mind Flayer,0,0,0,0.0
Mirror Master (CW),0,0,0,0.0
Misako,0,0,0,0.0
Misfit,0,0,0,0.0
Miss Martian,0,0,0,0.0
Mistake,0,0,0,0.0
Mister Fantastic (FOX),0,0,0,0.0
Mister Fantastic,0,0,0,0.0
Mister Freeze,0,0,0,0.0
Mister Miracle,0,0,0,0.0
Mister Mxyzptlk,0,0,0,0.0
Mister Sinister,0,0,0,0.0
Mister Terrific (CW),0,0,0,0.0
Misty Knight (MCU),0,0,0,0.0
Misty Knight,0,0,0,0.0
Mockingbird (MCU),0,0,0,0.0
Mockingbird,0,0,0,0.0
MODOK,0,0,0,0.0
Mogo,0,0,0,0.0
Molten Man,0,0,0,0.0
Mon-El (CW),0,0,0,0.0
Monarch,0,0,0,0.0
Mongul The Elder,3,3,0,100.0
Mongul,0,0,0,0.0
Monica Dawson,0,0,0,0.0
Monstrox,0,0,0,0.0
Moon Knight,0,0,0,0.0
Moonstone,0,0,0,0.0
Morbius,0,0,0,0.0
Morlun,0,0,0,0.0
Morro,0,0,0,0.0
Morty Smith,0,0,0,0.0
Moses Magnum,0,0,0,0.0
Mr Incredible,0,0,0,0.0
Mr.Krabs,0,0,0,0.0
Ms. America,0,0,0,0.0
Ms Marvel II,0,0,0,0.0
Multiple Man,0,0,0,0.0
Music Meister (CW),0,0,0,0.0
Mysterio,0,0,0,0.0
Mystique (FOX),0,0,0,0.0
Mystique,0,0,0,0.0
Nadakhan,0,0,0,0.0
Nagato Uzumaki,0,0,0,0.0
Namor,0,0,0,0.0
Namora,0,0,0,0.0
Namorita,0,0,0,0.0
Naruto Uzumaki,0,0,0,0.0
Nebula (MCU),0,0,0,0.0
Negasonic Teenage Warhead (FOX,0,0,0,0.0
Negasonic Teenage Warhead,0,0,0,0.0
Neji,1,0,1,0.0
Nekron,0,0,0,0.0
Nergal,0,0,0,0.0
Neron,0,0,0,0.0
Neuro,0,0,0,0.0
Nick Fury (MCU),0,0,0,0.0
Nick Fury,0,0,0,0.0
Night King,0,0,0,0.0
Nightcrawler (FOX),0,0,0,0.0
Nightcrawler,0,0,0,0.0
Nightshade,0,0,0,0.0
Nightwing (Arkham),0,0,0,0.0
Nightwing (New 52),0,0,0,0.0
Niki Sanders,0,0,0,0.0
Nina Theroux,1,0,1,0.0
Nite Owl II,0,0,0,0.0
Nite Owl,0,0,0,0.0
Nobu (MCU),0,0,0,0.0
Nomad (MCU),0,0,0,0.0
Nora Darhk (CW),0,0,0,0.0
Northstar,0,0,0,0.0
Nuckal,0,0,0,0.0
Nya (The LEGO Ninjago Movie),0,0,0,0.0
Nya (Water Ninja),0,0,0,0.0
Nyssa Al Ghul (CW),0,0,0,0.0
Nyssa Raatko,0,0,0,0.0
Obito Uchiha,0,0,0,0.0
Ocean Master (DCEU),0,0,0,0.0
Ocean Master,0,0,0,0.0
Offspring,0,0,0,0.0
Old King Thor,0,0,0,0.0
Old Man Logan (FOX),0,0,0,0.0
Omac,0,0,0,0.0
Omega Red,0,0,0,0.0
Omega,0,0,0,0.0
Omni-Man,0,0,0,0.0
One-Above-All,0,0,0,0.0
One Punch Man,0,0,0,0.0
Onslaught,0,0,0,0.0
Oracle,0,0,0,0.0
Orochimaru,0,0,0,0.0
Owlman,0,0,0,0.0
Pandora,0,0,0,0.0
Parademon,0,0,0,0.0
Parasite (CW),0,0,0,0.0
Parasite,0,0,0,0.0
Peggy Carter (MCU),0,0,0,0.0
Penance II,0,0,0,0.0
Penguin,0,0,0,0.0
Penny,2,2,0,100.0
Percy Jackson (FOX),0,0,0,0.0
Percy Jackson,0,0,0,0.0
Peter Petrelli,0,0,0,0.0
Phantom Girl,0,0,0,0.0
Phantom Lady,0,0,0,0.0
Phantom Rider,0,0,0,0.0
Pied Piper (CW),0,0,0,0.0
Pinhead,0,0,0,0.0
Piper McLean,0,0,0,0.0
P.I.X.A.L.,0,0,0,0.0
Plantman,0,0,0,0.0
Plastic Man,0,0,0,0.0
Plastique,0,0,0,0.0
Platinum,0,0,0,0.0
Poison Ivy (Arkham),0,0,0,0.0
Poison Ivy (New 52),0,0,0,0.0
Poison Ivy,0,0,0,0.0
Polaris (Fox),0,0,0,0.0
Polaris,0,0,0,0.0
Power Girl (New 52),0,0,0,0.0
Power Girl,0,0,0,0.0
Power Ring,0,0,0,0.0
Powerboy,0,0,0,0.0
Predator,0,0,0,0.0
Preeminent,0,0,0,0.0
Professor Dumbledore,0,0,0,0.0
Professor Severus Snape,0,0,0,0.0
Professor X (FOX),0,0,0,0.0
Professor X,0,0,0,0.0
Professor Zoom,0,0,0,0.0
Prometheus (CW),0,0,0,0.0
Proto-Goblin,0,0,0,0.0
Proxima Midnight (MCU),0,0,0,0.0
Proxima Midnight,0,0,0,0.0
Psimon,0,0,0,0.0
Psylocke,1,0,1,0.0
Puck,1,1,0,100.0
Punisher,0,0,0,0.0
Purple Man,0,0,0,0.0
Pyro (FOX),0,0,0,0.0
Pyro,0,0,0,0.0
Pythor,0,0,0,0.0
Quake (MCU),0,0,0,0.0
Quake,0,0,0,0.0
Queen Hippolyta,0,0,0,0.0
Question,0,0,0,0.0
Qui-Gon Jinn,0,0,0,0.0
Quicksilver,0,0,0,0.0
Quill,0,0,0,0.0
Rachel Pirzad,0,0,0,0.0
Ragman (CW),0,0,0,0.0
Ragnarok,0,0,0,0.0
Raiden,0,0,0,0.0
Rainbow Rider,0,0,0,0.0
Rambo,0,0,0,0.0
Raphael (TMNT 2012),1,0,1,0.0
Ra's Al Ghul (CW),0,0,0,0.0
Ra's Al Ghul (Dark Knight),0,0,0,0.0
Ra's Al Ghul,0,0,0,0.0
Raven (Titans),0,0,0,0.0
Rawhide Kid,0,0,0,0.0
Ray,0,0,0,0.0
Red Arrow,0,0,0,0.0
Red Death,1,1,0,100.0
Red Hood (New 52),0,0,0,0.0
Red Hulk (Ghost Rider) (Venom),0,0,0,0.0
Red Hulk,1,0,1,0.0
Red Mist,0,0,0,0.0
Red Robin,0,0,0,0.0
Red Skull (MCU),0,0,0,0.0
Red Skull,0,0,0,0.0
Red Sonja,0,0,0,0.0
Red Tornado (CW),0,0,0,0.0
Red Tornado,0,0,0,0.0
Red Wolf,0,0,0,0.0
Reign,0,0,0,0.0
Resurrection Spawn,0,0,0,0.0
Reverse Flash (CW),0,0,0,0.0
Reverse Flash (New 52),0,0,0,0.0
Rey,1,1,0,100.0
Rhino,0,0,0,0.0
Rick Flag,0,0,0,0.0
Rick Sanchez,0,0,0,0.0
Riddler,0,0,0,0.0
Riot (SONY),0,0,0,0.0
Rip Hunter,0,0,0,0.0
Robin II,0,0,0,0.0
Robin III (Arkham),0,0,0,0.0
Robin III,0,0,0,0.0
Robin (Titans),0,0,0,0.0
Robin V,0,0,0,0.0
Robin VI,0,0,0,0.0
Robin,0,0,0,0.0
Robocop,0,0,0,0.0
Robotman,0,0,0,0.0
Rock Lee,0,0,0,0.0
Rocket Raccoon (MCU),0,0,0,0.0
Rocket Raccoon,0,0,0,0.0
Rocket,0,0,0,0.0
Rogue (FOX),0,0,0,0.0
Rogue,0,0,0,0.0
Ronan The Accuser (MCU),0,0,0,0.0
Ronin (MCU),0,0,0,0.0
Ronin (Ninjago),0,0,0,0.0
Rorschach,0,0,0,0.0
Sabretooth (FOX),0,0,0,0.0
Sabretooth,0,0,0,0.0
Sage,0,0,0,0.0
Sai,0,0,0,0.0
Saint Of Killers,0,0,0,0.0
Sakura Haruno,0,0,0,0.0
Sam Winchester,0,0,0,0.0
Samukai,0,0,0,0.0
Samurai Mech(Stone Army),0,0,0,0.0
Samurai X,0,0,0,0.0
Sandman (SONY),0,0,0,0.0
Sandman,0,0,0,0.0
Sarab (CW),0,0,0,0.0
Sasquatch,0,0,0,0.0
Sasuke Uchiha,0,0,0,0.0
Saturn Girl (CW),0,0,0,0.0
Savage Dragon,0,0,0,0.0
Scarlet Spider II,0,0,0,0.0
Scorpia,0,0,0,0.0
Scorpion (injustice),0,0,0,0.0
Scorpion,0,0,0,0.0
Sea King,0,0,0,0.0
Sebastian Shaw (FOX),0,0,0,0.0
Selene,0,0,0,0.0
Sensei Garmadon,0,0,0,0.0
Sensei Yang,0,0,0,0.0
Sentry,0,0,0,0.0
Shade,0,0,0,0.0
Shades (MCU),0,0,0,0.0
Shadow King,0,0,0,0.0
Shadow Lass,0,0,0,0.0
Shadow The Hedgehog (Pre-Wave),1,1,0,100.0
Shadowcat (FOX),0,0,0,0.0
Shadowcat,0,0,0,0.0
Shang-Chi,0,0,0,0.0
Shao Kahn,0,0,0,0.0
Sharon Carter,0,0,0,0.0
Shatterstar,0,0,0,0.0
Shazam (DCEU),0,0,0,0.0
Shazam,0,0,0,0.0
She-Hulk,0,0,0,0.0
Sherlock Holmes,0,0,0,0.0
Shikamaru,0,0,0,0.0
Shin Godzilla,0,0,0,0.0
Shisui Uchiha,0,0,0,0.0
Shocker,0,0,0,0.0
Shriek,0,0,0,0.0
Shuri (MCU),0,0,0,0.0
Sif (MCU),1,1,0,100.0
Sif,0,0,0,0.0
Silk Spectre II,0,0,0,0.0
Silk Spectre,0,0,0,0.0
Silk,0,0,0,0.0
Silver Banshee (CW),0,0,0,0.0
Silver Banshee,1,0,1,0.0
Silver Samurai (FOX),0,0,0,0.0
Silver Surfer,0,0,0,0.0
Silverclaw,0,0,0,0.0
Sinestro,1,0,1,0.0
Sirius Black,0,0,0,0.0
Siryn,0,0,0,0.0
Skaar,0,0,0,0.0
Skales Jr,0,0,0,0.0
Skales,0,0,0,0.0
Skalidor,0,0,0,0.0
Skeletor,0,0,0,0.0
Slenderman,0,0,0,0.0
Snowbird,0,0,0,0.0
Solid Snake,0,0,0,0.0
Solomon Grundy,0,0,0,0.0
Solomon Kane,0,0,0,0.0
Solovar,0,0,0,0.0
Songbird,0,0,0,0.0
Sonic The Hedgehog,0,0,0,0.0
Sonya Blade,0,0,0,0.0
Soranik Natu,0,0,0,0.0
Soundwave,0,0,0,0.0
Space Ghost,0,0,0,0.0
Spartan,0,0,0,0.0
Spawn,0,0,0,0.0
Speedy,0,0,0,0.0
Spider-Gwen,0,0,0,0.0
Spider-Ham,0,0,0,0.0
Spider-Man (Black) (Raimi),1,0,1,0.0
Spider-Man Noir,0,0,0,0.0
Spider-Man (Raimi Trilogy),0,0,0,0.0
Spider-Man (Ultimate),2,1,1,50.0
Spider-Woman IV,0,0,0,0.0
Spider-Woman,0,0,0,0.0
Spike,0,0,0,0.0
Spitfire,0,0,0,0.0
Spock,0,0,0,0.0
Sportsmaster,0,0,0,0.0
Spyke,0,0,0,0.0
Stan Pines,0,0,0,0.0
Star-Lord (Celestial Power MCU),0,0,0,0.0
Star-Lord,1,0,1,0.0
Star Sapphire,0,0,0,0.0
Stardust,0,0,0,0.0
Starfire (Titans),0,0,0,0.0
Starfire,0,0,0,0.0
Stargirl,0,0,0,0.0
Starling,0,0,0,0.0
Starro The Star Conqueror,0,0,0,0.0
Static,0,0,0,0.0
Steel (1997),0,0,0,0.0
Steel Serpent (MCU),0,0,0,0.0
Steel Serpent,0,0,0,0.0
Steel,1,1,0,100.0
Stephanie Powell,0,0,0,0.0
Steppenwolf,0,0,0,0.0
Steve Trevor,0,0,0,0.0
Stewie,0,0,0,0.0
Stick (MCU),0,0,0,0.0
Stompa,0,0,0,0.0
Storm (FOX),0,0,0,0.0
Storm Shadow,1,0,1,0.0
Storm,0,0,0,0.0
Strange Visitor Superman,2,2,0,100.0
Sunspot,1,1,0,100.0
Super Adaptoid,0,0,0,0.0
Superboy-Prime,0,0,0,0.0
Supergirl (Injustice),0,0,0,0.0
Supergirl,0,0,0,0.0
Superking,0,0,0,0.0
Superman (2006),0,0,0,0.0
Superman (Post-Crisis),0,0,0,0.0
Superman (Smallville),0,0,0,0.0
Swamp Thing (New 52),0,0,0,0.0
Swamp Thing,0,0,0,0.0
Swarm,0,0,0,0.0
Sylar,0,0,0,0.0
Symbiote Wolverine,0,0,0,0.0
Synch,0,0,0,0.0
T-1000,0,0,0,0.0
T-800,0,0,0,0.0
T-850,0,0,0,0.0
T-X,0,0,0,0.0
Talia Al Ghul (CW),0,0,0,0.0
Taserface,0,0,0,0.0
Taskmaster,0,0,0,0.0
Tempest,0,0,0,0.0
Thanos,0,0,0,0.0
The Batman Of Zur-En-Arrh,0,0,0,0.0
The Boy,0,0,0,0.0
The Cape,0,0,0,0.0
The Comedian,0,0,0,0.0
The Crow,0,0,0,0.0
The Executioner (MCU),0,0,0,0.0
The False Mandarin,0,0,0,0.0
The Flash (CW),0,0,0,0.0
The Flash,0,0,0,0.0
The Goon,0,0,0,0.0
The Grandmaster (MCU),0,0,0,0.0
The Great Devourer,0,0,0,0.0
The Green Hornet,0,0,0,0.0
The Keeper,0,0,0,0.0
The Lizard (SONY),0,0,0,0.0
The Lobster,0,0,0,0.0
The Overlord (Garmadon),0,0,0,0.0
The Overlord,0,0,0,0.0
The Presence,0,0,0,0.0
The Prince,0,0,0,0.0
The Punisher (War Zone),0,0,0,0.0
The Question,0,0,0,0.0
The Ray (CW),0,0,0,0.0
The Rhino (SONY),0,0,0,0.0
The Rival (CW),0,0,0,0.0
The Rumor,0,0,0,0.0
The Scarecrow (Gotham),0,0,0,0.0
The Shocker (MCU),0,0,0,0.0
The Smiling Knight,0,0,0,0.0
The Thing (FOX),0,0,0,0.0
The Thinker (CW),0,0,0,0.0
The Upgrade,0,0,0,0.0
The Wasp,0,0,0,0.0
Thinker,0,0,0,0.0
Thor Girl,0,0,0,0.0
Thor (Odin Force),0,0,0,0.0
Throg,0,0,0,0.0
Thunderbird,0,0,0,0.0
Thunderstrike,0,0,0,0.0
Thundra,0,0,0,0.0
Tigra,0,0,0,0.0
Tinkerer,0,0,0,0.0
Titania,0,0,0,0.0
Toad (FOX),0,0,0,0.0
Toad,0,0,0,0.0
Tobias Church (CW),0,0,0,0.0
Tobias Whale (CW),0,0,0,0.0
Tobirama Senju,0,0,0,0.0
Tomar-Re,0,0,0,0.0
Toxin,0,0,0,0.0
Toymaster,2,1,1,50.0
Trickster (CW),0,0,0,0.0
Trickster II,0,0,0,0.0
Trickster,0,0,0,0.0
Trigon,0,0,0,0.0
Triplicate Girl,0,0,0,0.0
Triton,0,0,0,0.0
Tsunade,0,0,0,0.0
Two-Face,0,0,0,0.0
Typhoid Mary (MCU),0,0,0,0.0
Typhoid Mary,0,0,0,0.0
Ubu,0,0,0,0.0
Ultimo,0,0,0,0.0
Ultragirl,0,0,0,0.0
Ultron (Final Form),0,0,0,0.0
Unicron,0,0,0,0.0
Union Jack,0,0,0,0.0
Ursa Major,0,0,0,0.0
Utgard-Loki,0,0,0,0.0
V,0,0,0,0.0
Valkyrie (MCU),0,0,0,0.0
Valkyrie,0,0,0,0.0
Vampire Batman,0,0,0,0.0
Vandal Savage,0,0,0,0.0
Vanisher,0,0,0,0.0
Vegeta,0,0,0,0.0
Venom 2099,0,0,0,0.0
Venom II,0,0,0,0.0
Venom III,0,0,0,0.0
Venom,0,0,0,0.0
Venompool,0,0,0,0.0
Ventriloquist,0,0,0,0.0
Vergil,0,0,0,0.0
Vibe (CW),0,0,0,0.0
Vibe,0,0,0,0.0
Vicki Vale,0,0,0,0.0
Vigilante (CW),0,0,0,0.0
Vigilante,0,0,0,0.0
Vili,0,0,0,0.0
Violator,0,0,0,0.0
Violet Parr,0,0,0,0.0
Virman Vundabar,0,0,0,0.0
Vision,0,0,0,0.0
Vixen (CW),0,0,0,0.0
Vixen II (CW),0,0,0,0.0
Vixen,0,0,0,0.0
Volstagg (MCU),0,0,0,0.0
Vulture (MCU),0,0,0,0.0
Vulture,0,0,0,0.0
Walrus,0,0,0,0.0
War Machine,2,1,1,50.0
Warlock,0,0,0,0.0
Warp,0,0,0,0.0
Warpath,0,0,0,0.0
Watcher,0,0,0,0.0
Weather Wizard (CW),0,0,0,0.0
Wendigo,0,0,0,0.0
Wesker,0,0,0,0.0
White Canary (CW),0,0,0,0.0
White Canary,0,0,0,0.0
White Rabbit,0,0,0,0.0
White Wolf (MCU),0,0,0,0.0
Wild Dog (CW),0,0,0,0.0
Wild Dog,0,0,0,0.0
Wildfire,0,0,0,0.0
Will Solace,1,0,1,0.0
William Stryker (FOX),0,0,0,0.0
Winter Soldier,0,0,0,0.0
Witch King,0,0,0,0.0
Witchblade,0,0,0,0.0
Wizard,0,0,0,0.0
Wolfsbane,0,0,0,0.0
Wolverine (EMH),0,0,0,0.0
Wolverine,0,0,0,0.0
Wonder Girl (Titans),0,0,0,0.0
Wonder Girl,0,0,0,0.0
Wonder Man,0,0,0,0.0
Wonder Woman (GAM),0,0,0,0.0
Wonder Woman (Kingdom Come),0,0,0,0.0
Wonder Woman,0,0,0,0.0
Wong (MCU),0,0,0,0.0
World Breaker Hulk,0,0,0,0.0
Wotan,0,0,0,0.0
Wu,0,0,0,0.0
X-23 (FOX),0,0,0,0.0
X-23,0,0,0,0.0
X-Man,0,0,0,0.0
XS (CW),0,0,0,0.0
Yang,0,0,0,0.0
Yellowjacket II,0,0,0,0.0
YellowJacket (MCU),0,0,0,0.0
Yellowjacket,0,0,0,0.0
Yo-yo (MCU),0,0,0,0.0
Yoda,0,0,0,0.0
Yondu (MCU),0,0,0,0.0
Yondu,0,0,0,0.0
Yukio (FOX),0,0,0,0.0
Zane,0,0,0,0.0
Zatanna,0,0,0,0.0
Zero,0,0,0,0.0
Zoom (New 52),0,0,0,0.0
Zoom,0,0,0,0.0
Zzzax,0,0,0,0.0
